Landtagswahl JJJJ; Wahldatum: JJJJ-MM-TT; Stand: 03.07.2023 13:15:10
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;SPD Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FDP Wahlkreisstimmen;AfD Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;NPD Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Graue Panther Wahlkreisstimmen;BüSo Wahlkreisstimmen;AD-Demokraten Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;BGE Wahlkreisstimmen;DIE VIOLETTEN Wahlkreisstimmen;LKR Wahlkreisstimmen;MENSCHLICHE WELT Wahlkreisstimmen;Die Humanisten Wahlkreisstimmen;Gesundheitsforschung Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;APPD (WK 13) Wahlkreisstimmen;DiB (WK 3) Wahlkreisstimmen;NEV (WK 44) Wahlkreisstimmen;ÖkoLinX He (WK 22) Wahlkreisstimmen;CDU Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);NPD Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Graue Panther Wahlkreisstimmen (%);BüSo Wahlkreisstimmen (%);AD-Demokraten Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);BGE Wahlkreisstimmen (%);DIE VIOLETTEN Wahlkreisstimmen (%);LKR Wahlkreisstimmen (%);MENSCHLICHE WELT Wahlkreisstimmen (%);Die Humanisten Wahlkreisstimmen (%);Gesundheitsforschung Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);APPD (WK 13) Wahlkreisstimmen (%);DiB (WK 3) Wahlkreisstimmen (%);NEV (WK 44) Wahlkreisstimmen (%);ÖkoLinX He (WK 22) Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;SPD Landesstimmen;GRÜNE Landesstimmen;DIE LINKE Landesstimmen;FDP Landesstimmen;AfD Landesstimmen;PIRATEN Landesstimmen;FREIE WÄHLER Landesstimmen;NPD Landesstimmen;Die PARTEI Landesstimmen;ÖDP Landesstimmen;Graue Panther Landesstimmen;BüSo Landesstimmen;AD-Demokraten Landesstimmen;Bündnis C Landesstimmen;BGE Landesstimmen;DIE VIOLETTEN Landesstimmen;LKR Landesstimmen;MENSCHLICHE WELT Landesstimmen;Die Humanisten Landesstimmen;Gesundheitsforschung Landesstimmen;Tierschutzpartei Landesstimmen;V-Partei³ Landesstimmen;APPD (WK 13) Landesstimmen;DiB (WK 3) Landesstimmen;NEV (WK 44) Landesstimmen;ÖkoLinX He (WK 22) Landesstimmen;CDU Landesstimmen (%);SPD Landesstimmen (%);GRÜNE Landesstimmen (%);DIE LINKE Landesstimmen (%);FDP Landesstimmen (%);AfD Landesstimmen (%);PIRATEN Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);NPD Landesstimmen (%);Die PARTEI Landesstimmen (%);ÖDP Landesstimmen (%);Graue Panther Landesstimmen (%);BüSo Landesstimmen (%);AD-Demokraten Landesstimmen (%);Bündnis C Landesstimmen (%);BGE Landesstimmen (%);DIE VIOLETTEN Landesstimmen (%);LKR Landesstimmen (%);MENSCHLICHE WELT Landesstimmen (%);Die Humanisten Landesstimmen (%);Gesundheitsforschung Landesstimmen (%);Tierschutzpartei Landesstimmen (%);V-Partei³ Landesstimmen (%);APPD (WK 13) Landesstimmen (%);DiB (WK 3) Landesstimmen (%);NEV (WK 44) Landesstimmen (%);ÖkoLinX He (WK 22) Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
05343701100;"Michelstadt, Stadt";"SB";00010;"Weiten-Gesäß";751;657;94;0;477;0;;;14;463;2,9;97,1;148;123;77;30;38;47;;;;;;;;;;;;;;;;;;;;;;32,0;26,6;16,6;6,5;8,2;10,2;;;;;;;;;;;;;;;;;;;;;;16;461;3,4;96,6;147;109;74;35;37;42;2;4;4;1;0;0;0;0;1;0;0;0;0;1;0;3;1;;;;;31,9;23,6;16,1;7,6;8,0;9,1;0,4;0,9;0,9;0,2;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,2;0,0;0,7;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";00011;"Rehbach";436;379;57;0;277;0;;;24;253;8,7;91,3;125;33;23;14;16;42;;;;;;;;;;;;;;;;;;;;;;49,4;13,0;9,1;5,5;6,3;16,6;;;;;;;;;;;;;;;;;;;;;;25;252;9,0;91,0;97;31;21;18;20;47;0;4;0;3;1;1;0;0;3;0;0;1;0;0;1;3;1;;;;;38,5;12,3;8,3;7,1;7,9;18,7;0,0;1,6;0,0;1,2;0,4;0,4;0,0;0,0;1,2;0,0;0,0;0,4;0,0;0,0;0,4;1,2;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";00012;"Würzberg";649;551;98;0;326;0;;;15;311;4,6;95,4;85;99;40;11;33;43;;;;;;;;;;;;;;;;;;;;;;27,3;31,8;12,9;3,5;10,6;13,8;;;;;;;;;;;;;;;;;;;;;;14;312;4,3;95,7;80;77;49;14;32;46;0;9;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;;;;;25,6;24,7;15,7;4,5;10,3;14,7;0,0;2,9;0,3;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";00013;"Steinbuch";438;367;71;0;249;0;;;9;240;3,6;96,4;55;80;42;16;20;27;;;;;;;;;;;;;;;;;;;;;;22,9;33,3;17,5;6,7;8,3;11,3;;;;;;;;;;;;;;;;;;;;;;11;238;4,4;95,6;49;64;42;21;15;28;1;6;2;1;0;0;0;0;0;0;1;0;0;0;1;7;0;;;;;20,6;26,9;17,6;8,8;6,3;11,8;0,4;2,5;0,8;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,4;2,9;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";00014;"Vielbrunn";956;792;164;0;504;0;;;21;483;4,2;95,8;139;142;53;29;46;74;;;;;;;;;;;;;;;;;;;;;;28,8;29,4;11,0;6,0;9,5;15,3;;;;;;;;;;;;;;;;;;;;;;14;490;2,8;97,2;129;124;54;29;47;76;1;14;2;3;1;1;0;1;0;0;0;0;0;0;2;6;0;;;;;26,3;25,3;11,0;5,9;9,6;15,5;0,2;2,9;0,4;0,6;0,2;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,4;1,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";00015;"Steinbach";934;723;211;0;412;0;;;10;402;2,4;97,6;124;109;69;25;34;41;;;;;;;;;;;;;;;;;;;;;;30,8;27,1;17,2;6,2;8,5;10,2;;;;;;;;;;;;;;;;;;;;;;6;406;1,5;98,5;108;93;71;34;31;49;2;6;1;1;0;1;0;0;0;1;0;2;2;1;0;3;0;;;;;26,6;22,9;17,5;8,4;7,6;12,1;0,5;1,5;0,2;0,2;0,0;0,2;0,0;0,0;0,0;0,2;0,0;0,5;0,5;0,2;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";00016;"Steinbach";693;526;167;0;329;0;;;12;317;3,6;96,4;68;90;48;24;41;46;;;;;;;;;;;;;;;;;;;;;;21,5;28,4;15,1;7,6;12,9;14,5;;;;;;;;;;;;;;;;;;;;;;7;322;2,1;97,9;64;82;48;34;30;47;2;5;1;3;0;0;0;0;0;1;0;0;0;0;0;5;0;;;;;19,9;25,5;14,9;10,6;9,3;14,6;0,6;1,6;0,3;0,9;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;1,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";90018;"Briefwahlvorstand";0;0;0;0;955;955;;;29;926;3,0;97,0;265;284;140;45;92;100;;;;;;;;;;;;;;;;;;;;;;28,6;30,7;15,1;4,9;9,9;10,8;;;;;;;;;;;;;;;;;;;;;;19;936;2,0;98,0;257;252;151;59;72;102;2;18;0;2;3;4;0;0;0;1;0;0;1;0;1;10;1;;;;;27,5;26,9;16,1;6,3;7,7;10,9;0,2;1,9;0,0;0,2;0,3;0,4;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;1,1;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701100;"Michelstadt, Stadt";"SB";90019;"Briefwahlvorstand (Kernstadt)";0;0;0;0;1160;1160;;;26;1134;2,2;97,8;353;330;178;60;132;81;;;;;;;;;;;;;;;;;;;;;;31,1;29,1;15,7;5,3;11,6;7,1;;;;;;;;;;;;;;;;;;;;;;27;1133;2,3;97,7;354;288;170;72;102;99;2;20;3;3;2;0;0;0;3;2;0;2;0;0;3;6;2;;;;;31,2;25,4;15,0;6,4;9,0;8,7;0,2;1,8;0,3;0,3;0,2;0,0;0,0;0,0;0,3;0,2;0,0;0,2;0,0;0,0;0,3;0,5;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701200;"Mossautal";"SB";00001;"Güttersbach";330;263;67;0;169;0;;;3;166;1,8;98,2;33;52;16;12;32;21;;;;;;;;;;;;;;;;;;;;;;19,9;31,3;9,6;7,2;19,3;12,7;;;;;;;;;;;;;;;;;;;;;;7;162;4,1;95,9;25;43;21;12;30;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;15,4;26,5;13,0;7,4;18,5;17,9;0,0;0,6;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701200;"Mossautal";"SB";00002;"Hiltersklingen";390;336;54;0;225;0;;;14;211;6,2;93,8;60;48;27;9;25;42;;;;;;;;;;;;;;;;;;;;;;28,4;22,7;12,8;4,3;11,8;19,9;;;;;;;;;;;;;;;;;;;;;;7;218;3,1;96,9;56;36;34;11;23;44;0;6;1;0;1;2;0;0;1;1;0;0;0;1;1;0;0;;;;;25,7;16,5;15,6;5,0;10,6;20,2;0,0;2,8;0,5;0,0;0,5;0,9;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,5;0,5;0,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701200;"Mossautal";"SB";00003;"Hüttenthal";326;282;44;0;181;0;;;10;171;5,5;94,5;64;33;21;12;14;27;;;;;;;;;;;;;;;;;;;;;;37,4;19,3;12,3;7,0;8,2;15,8;;;;;;;;;;;;;;;;;;;;;;9;172;5,0;95,0;52;33;21;12;20;28;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;;;;;30,2;19,2;12,2;7,0;11,6;16,3;0,0;0,6;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;1,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701200;"Mossautal";"SB";00004;"Ober-Mossau";383;311;72;0;209;0;;;5;204;2,4;97,6;69;50;23;9;21;32;;;;;;;;;;;;;;;;;;;;;;33,8;24,5;11,3;4,4;10,3;15,7;;;;;;;;;;;;;;;;;;;;;;5;204;2,4;97,6;69;40;26;9;20;30;0;4;1;1;0;0;0;0;2;0;0;0;0;0;0;2;0;;;;;33,8;19,6;12,7;4,4;9,8;14,7;0,0;2,0;0,5;0,5;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701200;"Mossautal";"SB";00005;"Unter-Mossau";513;407;106;0;262;0;;;8;254;3,1;96,9;77;48;36;16;28;49;;;;;;;;;;;;;;;;;;;;;;30,3;18,9;14,2;6,3;11,0;19,3;;;;;;;;;;;;;;;;;;;;;;11;251;4,2;95,8;67;36;36;15;28;51;1;3;0;3;0;0;0;0;0;1;1;0;0;1;0;8;0;;;;;26,7;14,3;14,3;6,0;11,2;20,3;0,4;1,2;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,4;0,4;0,0;0,0;0,4;0,0;3,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701200;"Mossautal";"SB";90006;"Briefwahlvorstand";0;0;0;0;328;328;;;7;321;2,1;97,9;95;78;55;14;47;32;;;;;;;;;;;;;;;;;;;;;;29,6;24,3;17,1;4,4;14,6;10,0;;;;;;;;;;;;;;;;;;;;;;2;326;0,6;99,4;79;63;55;20;53;38;0;9;0;2;1;0;0;0;0;1;0;0;0;0;1;4;0;;;;;24,2;19,3;16,9;6,1;16,3;11,7;0,0;2,8;0,0;0,6;0,3;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,3;1,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00001;"Reichelsheim I";904;709;195;0;417;0;;;15;402;3,6;96,4;108;110;42;29;37;76;;;;;;;;;;;;;;;;;;;;;;26,9;27,4;10,4;7,2;9,2;18,9;;;;;;;;;;;;;;;;;;;;;;11;406;2,6;97,4;105;84;49;27;34;81;0;8;3;2;1;1;0;3;0;0;0;0;0;0;2;6;0;;;;;25,9;20,7;12,1;6,7;8,4;20,0;0,0;2,0;0,7;0,5;0,2;0,2;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1,5;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00002;"Reichelsheim II";933;728;205;0;421;0;;;15;406;3,6;96,4;142;107;51;10;33;63;;;;;;;;;;;;;;;;;;;;;;35,0;26,4;12,6;2,5;8,1;15,5;;;;;;;;;;;;;;;;;;;;;;15;406;3,6;96,4;119;71;68;18;40;61;2;13;2;1;1;0;0;1;1;0;1;1;0;0;1;5;0;;;;;29,3;17,5;16,7;4,4;9,9;15,0;0,5;3,2;0,5;0,2;0,2;0,0;0,0;0,2;0,2;0,0;0,2;0,2;0,0;0,0;0,2;1,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00003;"Reichelsheim III";937;709;228;0;466;0;;;14;452;3,0;97,0;162;110;72;18;33;57;;;;;;;;;;;;;;;;;;;;;;35,8;24,3;15,9;4,0;7,3;12,6;;;;;;;;;;;;;;;;;;;;;;8;458;1,7;98,3;146;83;84;25;38;53;0;10;2;4;1;0;0;0;1;0;0;0;0;1;1;9;0;;;;;31,9;18,1;18,3;5,5;8,3;11,6;0,0;2,2;0,4;0,9;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,2;0,2;2,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00004;"OT Beerfurth";864;719;145;0;464;0;;;13;451;2,8;97,2;148;103;54;29;62;55;;;;;;;;;;;;;;;;;;;;;;32,8;22,8;12,0;6,4;13,7;12,2;;;;;;;;;;;;;;;;;;;;;;14;450;3,0;97,0;129;88;69;26;55;55;2;14;3;3;2;0;0;0;0;0;0;0;1;0;0;2;1;;;;;28,7;19,6;15,3;5,8;12,2;12,2;0,4;3,1;0,7;0,7;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,4;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00005;"OT Bockenrod";94;72;22;0;52;0;;;3;49;5,8;94,2;15;12;7;3;5;7;;;;;;;;;;;;;;;;;;;;;;30,6;24,5;14,3;6,1;10,2;14,3;;;;;;;;;;;;;;;;;;;;;;2;50;3,8;96,2;18;8;6;3;5;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;36,0;16,0;12,0;6,0;10,0;12,0;0,0;2,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00006;"OT Erzbach";151;127;24;0;96;0;;;1;95;1,0;99,0;30;11;12;5;14;23;;;;;;;;;;;;;;;;;;;;;;31,6;11,6;12,6;5,3;14,7;24,2;;;;;;;;;;;;;;;;;;;;;;1;95;1,0;99,0;26;10;13;2;8;26;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;27,4;10,5;13,7;2,1;8,4;27,4;1,1;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00007;"OT Gersprenz";146;124;22;0;81;0;;;2;79;2,5;97,5;35;18;12;3;1;10;;;;;;;;;;;;;;;;;;;;;;44,3;22,8;15,2;3,8;1,3;12,7;;;;;;;;;;;;;;;;;;;;;;2;79;2,5;97,5;27;16;16;3;2;9;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;2;0;;;;;34,2;20,3;20,3;3,8;2,5;11,4;0,0;1,3;1,3;0,0;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00008;"OT Gumpen";266;215;51;0;135;0;;;5;130;3,7;96,3;54;20;15;6;10;25;;;;;;;;;;;;;;;;;;;;;;41,5;15,4;11,5;4,6;7,7;19,2;;;;;;;;;;;;;;;;;;;;;;3;132;2,2;97,8;49;17;15;8;9;29;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;37,1;12,9;11,4;6,1;6,8;22,0;0,8;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00009;"OT Klein-Gumpen";656;506;150;0;318;0;;;16;302;5,0;95,0;102;66;35;16;28;55;;;;;;;;;;;;;;;;;;;;;;33,8;21,9;11,6;5,3;9,3;18,2;;;;;;;;;;;;;;;;;;;;;;8;310;2,5;97,5;97;54;40;13;26;53;0;11;2;3;1;1;0;0;0;0;0;1;0;0;1;6;1;;;;;31,3;17,4;12,9;4,2;8,4;17,1;0,0;3,5;0,6;1,0;0,3;0,3;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,3;1,9;0,3;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00010;"OT Laudenau";236;194;42;0;139;0;;;3;136;2,2;97,8;29;40;15;17;14;21;;;;;;;;;;;;;;;;;;;;;;21,3;29,4;11,0;12,5;10,3;15,4;;;;;;;;;;;;;;;;;;;;;;3;136;2,2;97,8;28;24;18;19;13;22;1;8;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;;;;;20,6;17,6;13,2;14,0;9,6;16,2;0,7;5,9;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00011;"OT Ober-Kainsbach";468;385;83;0;246;0;;;7;239;2,8;97,2;67;67;31;15;24;35;;;;;;;;;;;;;;;;;;;;;;28,0;28,0;13,0;6,3;10,0;14,6;;;;;;;;;;;;;;;;;;;;;;8;238;3,3;96,7;59;52;38;13;23;34;0;8;1;3;1;0;0;0;0;0;0;0;0;0;1;5;0;;;;;24,8;21,8;16,0;5,5;9,7;14,3;0,0;3,4;0,4;1,3;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;2,1;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00012;"OT Ober-Ostern";297;263;34;0;172;0;;;8;164;4,7;95,3;62;37;15;5;14;31;;;;;;;;;;;;;;;;;;;;;;37,8;22,6;9,1;3,0;8,5;18,9;;;;;;;;;;;;;;;;;;;;;;7;165;4,1;95,9;55;30;20;3;17;36;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;;;;;33,3;18,2;12,1;1,8;10,3;21,8;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,6;0,0;0,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00013;"OT Rohrbach";125;104;21;0;76;0;;;1;75;1,3;98,7;40;21;2;1;6;5;;;;;;;;;;;;;;;;;;;;;;53,3;28,0;2,7;1,3;8,0;6,7;;;;;;;;;;;;;;;;;;;;;;0;76;0,0;100,0;35;22;2;1;7;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;46,1;28,9;2,6;1,3;9,2;7,9;0,0;1,3;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";00014;"OT Unter-Ostern";349;280;69;0;149;0;;;8;141;5,4;94,6;50;23;33;8;5;22;;;;;;;;;;;;;;;;;;;;;;35,5;16,3;23,4;5,7;3,5;15,6;;;;;;;;;;;;;;;;;;;;;;5;144;3,4;96,6;53;19;23;10;6;21;0;5;0;1;1;0;0;0;1;0;0;0;0;0;0;3;1;;;;;36,8;13,2;16,0;6,9;4,2;14,6;0,0;3,5;0,0;0,7;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,7;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";90015;"Briefwahlvorstand I (Kerngemeinde)";0;0;0;0;599;599;;;10;589;1,7;98,3;234;146;63;20;51;75;;;;;;;;;;;;;;;;;;;;;;39,7;24,8;10,7;3,4;8,7;12,7;;;;;;;;;;;;;;;;;;;;;;10;589;1,7;98,3;208;117;81;26;49;87;1;10;1;4;1;0;0;0;2;0;0;0;0;0;0;2;0;;;;;35,3;19,9;13,8;4,4;8,3;14,8;0,2;1,7;0,2;0,7;0,2;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701300;"Reichelsheim (Odenwald)";"SB";90016;"Briefwahlvorstand II (Ortsteile)";0;0;0;0;613;613;;;15;598;2,4;97,6;195;161;71;32;60;79;;;;;;;;;;;;;;;;;;;;;;32,6;26,9;11,9;5,4;10,0;13,2;;;;;;;;;;;;;;;;;;;;;;10;603;1,6;98,4;195;132;88;31;47;77;2;10;2;3;0;0;1;0;0;1;0;0;0;0;1;13;0;;;;;32,3;21,9;14,6;5,1;7,8;12,8;0,3;1,7;0,3;0,5;0,0;0,0;0,2;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,2;2,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701600;"Oberzent, Stadt";"SB";00001;"Airlenbach";249;190;59;0;137;0;;;3;134;2,2;97,8;36;41;11;7;27;12;;;;;;;;;;;;;;;;;;;;;;26,9;30,6;8,2;5,2;20,1;9,0;;;;;;;;;;;;;;;;;;;;;;2;135;1,5;98,5;31;28;16;9;33;11;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;1;;;;;23,0;20,7;11,9;6,7;24,4;8,1;0,7;0,7;0,0;0,7;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,7;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701600;"Oberzent, Stadt";"SB";00002;"Beerfelden I";779;548;231;0;290;1;;;17;273;5,9;94,1;48;96;27;20;43;39;;;;;;;;;;;;;;;;;;;;;;17,6;35,2;9,9;7,3;15,8;14,3;;;;;;;;;;;;;;;;;;;;;;16;274;5,5;94,5;57;73;31;21;40;37;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;7;0;;;;;20,8;26,6;11,3;7,7;14,6;13,5;0,4;1,5;0,4;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701600;"Oberzent, Stadt";"SB";00003;"Beerfelden II";754;572;182;0;309;0;;;7;302;2,3;97,7;58;116;35;16;40;37;;;;;;;;;;;;;;;;;;;;;;19,2;38,4;11,6;5,3;13,2;12,3;;;;;;;;;;;;;;;;;;;;;;13;296;4,2;95,8;57;84;42;15;40;38;2;9;1;2;2;2;0;0;0;0;0;0;0;0;0;2;0;;;;;19,3;28,4;14,2;5,1;13,5;12,8;0,7;3,0;0,3;0,7;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
05343701600;"Oberzent, Stadt";"SB";00004;"Beerfelden III";817;585;232;0;302;0;;;13;289;4,3;95,7;64;102;45;20;30;28;;;;;;;;;;;;;;;;;;;;;;22,1;35,3;15,6;6,9;10,4;9,7;;;;;;;;;;;;;;;;;;;;;;15;287;5,0;95,0;74;81;32;22;28;28;3;9;2;1;2;1;0;1;1;0;0;0;0;0;0;2;0;;;;;25,8;28,2;11,1;7,7;9,8;9,8;1,0;3,1;0,7;0,3;0,7;0,3;0,0;0,3;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
